"","seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENTREZID","SYMBOL","GENENAME"
"1074","chr3L",23552164,23553316,1153,"*","ENCFF515LPH_peak_4129",235,".",3.47338,26.4437,23.5902,539,"chr3L",23552396,23553135,"ENCFF708WHR_peak_2029",210,".",3.30458,23.9011,21.052,288,739,"Promoter (1-2kb)",3,23554593,23689640,135048,1,"FBgn0250816","FBtr0299881",-1277,"3355150","AGO3","Argonaute 3"
"1075","chr3L",23571585,23572986,1402,"*","ENCFF515LPH_peak_4131",228,".",3.97614,25.6285,22.8039,283,"chr3L",23571585,23572972,"ENCFF708WHR_peak_2030",247,".",4.15235,27.7788,24.7872,391,1387,"Intron (FBtr0299881/FBgn0250816, intron 3 of 7)",3,23555925,23689640,133716,1,"FBgn0250816","FBtr0299880",15660,"3355150","AGO3","Argonaute 3"
"1076","chr3L",23611391,23611680,290,"*","ENCFF515LPH_peak_4133",50,".",2.03907,6.95747,5.02201,176,"chr3L",23611388,23611690,"ENCFF708WHR_peak_2032",94,".",2.60033,11.7346,9.44784,129,290,"Intron (FBtr0299881/FBgn0250816, intron 4 of 7)",3,23555925,23689640,133716,1,"FBgn0250816","FBtr0299880",55466,"3355150","AGO3","Argonaute 3"
"1077","chr3L",23620019,23620505,487,"*","ENCFF515LPH_peak_4134",79,".",2.76091,10.0759,7.91556,207,"chr3L",23620013,23620462,"ENCFF708WHR_peak_2033",65,".",2.61111,8.62491,6.52687,255,444,"Intron (FBtr0299881/FBgn0250816, intron 5 of 7)",3,23555925,23689640,133716,1,"FBgn0250816","FBtr0299880",64094,"3355150","AGO3","Argonaute 3"
"1078","chr3L",23665706,23666658,953,"*","ENCFF515LPH_peak_4139",83,".",2.64366,10.5058,8.32236,736,"chr3L",23666213,23666741,"ENCFF708WHR_peak_2034",42,".",2.26757,6.18723,4.28543,351,445,"Intron (FBtr0299881/FBgn0250816, intron 7 of 7)",3,23690626,23691668,1043,2,"FBgn0266684","FBtr0345051",25010,"19835017","lncRNA:CR45174","long non-coding RNA:CR45174"
"1079","chr3L",23678118,23679510,1393,"*","ENCFF515LPH_peak_4140",82,".",2.80266,10.4787,8.29661,261,"chr3L",23678185,23678743,"ENCFF708WHR_peak_2036",47,".",2.38849,6.65583,4.70886,237,558,"Intron (FBtr0299881/FBgn0250816, intron 7 of 7)",3,23690626,23691668,1043,2,"FBgn0266684","FBtr0345051",12158,"19835017","lncRNA:CR45174","long non-coding RNA:CR45174"
"1080","chr3L",23732516,23732883,368,"*","ENCFF515LPH_peak_4146",75,".",2.41442,9.67831,7.54478,156,"chr3L",23732582,23732905,"ENCFF708WHR_peak_2039",76,".",2.42814,9.7756,7.6035,92,301,"Promoter (<=1kb)",3,23731614,23732177,564,2,"FBgn0267300","FBtr0346555",-339,"19835192","lncRNA:CR45736","long non-coding RNA:CR45736"
"1081","chr3L",23759051,23759387,337,"*","ENCFF515LPH_peak_4149",48,".",2.3943,6.81391,4.89127,223,"chr3L",23759038,23759471,"ENCFF708WHR_peak_2041",47,".",2.39679,6.6957,4.74542,248,337,"Distal Intergenic",3,23737960,23749058,11099,1,"FBgn0040056","FBtr0333914",21091,"4379919","CG17698","uncharacterized protein"
"1082","chr3L",23773901,23774348,448,"*","ENCFF515LPH_peak_4152",43,".",2.24719,6.20005,4.34098,316,"chr3L",23773755,23774312,"ENCFF708WHR_peak_2042",52,".",2.34479,7.19392,5.2049,167,412,"Distal Intergenic",3,23784231,23787405,3175,1,"FBgn0264699","FBtr0333915",-9883,"14462915","CG43968","uncharacterized protein"
"1083","chr3L",23786743,23787860,1118,"*","ENCFF515LPH_peak_4153",52,".",1.99648,7.16124,5.20349,676,"chr3L",23786851,23787274,"ENCFF708WHR_peak_2043",60,".",2.12059,8.05498,6.0009,107,423,"Exon (FBtr0333915/FBgn0264699, exon 2 of 2)",3,23784231,23787405,3175,1,"FBgn0264699","FBtr0333915",2512,"14462915","CG43968","uncharacterized protein"
"1084","chr3L",23786743,23787860,1118,"*","ENCFF515LPH_peak_4153",52,".",1.99648,7.16124,5.20349,676,"chr3L",23787324,23787695,"ENCFF708WHR_peak_2044",40,".",1.90965,5.92559,4.04646,96,371,"Exon (FBtr0333915/FBgn0264699, exon 2 of 2)",3,23784231,23787405,3175,1,"FBgn0264699","FBtr0333915",2512,"14462915","CG43968","uncharacterized protein"
"1085","chr3L",23788421,23789643,1223,"*","ENCFF515LPH_peak_4154",116,".",2.50891,14.0047,11.6471,533,"chr3L",23788270,23789645,"ENCFF708WHR_peak_2045",87,".",2.35571,11.0073,8.76313,340,1223,"Distal Intergenic",3,23784231,23787405,3175,1,"FBgn0264699","FBtr0333915",4190,"14462915","CG43968","uncharacterized protein"
"1086","chr3L",23811828,23812679,852,"*","ENCFF515LPH_peak_4156",71,".",2.40345,9.20989,7.10448,175,"chr3L",23811865,23812272,"ENCFF708WHR_peak_2047",51,".",2.26957,7.13048,5.14724,151,407,"Distal Intergenic",3,23784231,23787405,3175,1,"FBgn0264699","FBtr0333915",27597,"14462915","CG43968","uncharacterized protein"
"1087","chr3L",23880804,23881644,841,"*","ENCFF515LPH_peak_4160",63,".",2.63189,8.42532,6.37238,342,"chr3L",23881118,23881428,"ENCFF708WHR_peak_2050",33,".",2.1845,5.12366,3.33036,98,310,"Promoter (1-2kb)",3,23881735,23883142,1408,2,"FBgn0264569","FBtr0333471",1498,"14462916","lncRNA:CR43941","long non-coding RNA:CR43941"
"1088","chr3L",23881859,23882331,473,"*","ENCFF515LPH_peak_4161",44,".",2.30079,6.35237,4.47213,224,"chr3L",23882090,23882413,"ENCFF708WHR_peak_2051",25,".",1.98889,4.17289,2.50206,137,241,"Promoter (<=1kb)",3,23881735,23883142,1408,2,"FBgn0264569","FBtr0333471",811,"14462916","lncRNA:CR43941","long non-coding RNA:CR43941"
"1089","chr3L",23883650,23883943,294,"*","ENCFF515LPH_peak_4163",24,".",1.88602,3.95354,2.41086,151,"chr3L",23883666,23884005,"ENCFF708WHR_peak_2052",64,".",2.55838,8.49261,6.4036,218,277,"Promoter (<=1kb)",3,23881735,23883142,1408,2,"FBgn0264569","FBtr0333471",-508,"14462916","lncRNA:CR43941","long non-coding RNA:CR43941"
"1090","chr3L",23916418,23917155,738,"*","ENCFF515LPH_peak_4168",65,".",2.14849,8.58214,6.51885,470,"chr3L",23916640,23917049,"ENCFF708WHR_peak_2055",46,".",1.97945,6.60249,4.66008,288,409,"Intron (FBtr0111152/FBgn0058470, intron 5 of 12)",3,23909119,23910123,1005,1,"FBgn0264570","FBtr0333470",7299,"14462917","lncRNA:CR43942","long non-coding RNA:CR43942"
"1091","chr3L",23938762,23939123,362,"*","ENCFF515LPH_peak_4170",50,".",2.12556,6.98958,5.05123,156,"chr3L",23938652,23939050,"ENCFF708WHR_peak_2058",80,".",2.53711,10.2543,8.05422,196,289,"Intron (FBtr0111152/FBgn0058470, intron 2 of 12)",3,23909119,23910123,1005,1,"FBgn0264570","FBtr0333470",29643,"14462917","lncRNA:CR43942","long non-coding RNA:CR43942"
"1092","chr3L",23970650,23972743,2094,"*","ENCFF515LPH_peak_4174",130,".",3.00962,15.4491,13.0249,1156,"chr3L",23971319,23972064,"ENCFF708WHR_peak_2062",83,".",2.71136,10.6106,8.38778,348,745,"Intron (FBtr0111152/FBgn0058470, intron 2 of 12)",3,23839860,23986410,146551,2,"FBgn0058470","FBtr0111152",13667,"3355093","CG40470","uncharacterized protein"
"1093","chr3L",23977292,23977934,643,"*","ENCFF515LPH_peak_4175",75,".",2.60161,9.63321,7.50212,339,"chr3L",23977290,23977820,"ENCFF708WHR_peak_2064",45,".",2.31966,6.44595,4.51673,251,529,"Intron (FBtr0111152/FBgn0058470, intron 1 of 12)",3,23839860,23986410,146551,2,"FBgn0058470","FBtr0111152",8476,"3355093","CG40470","uncharacterized protein"
"1094","chr3L",23978000,23978635,636,"*","ENCFF515LPH_peak_4176",68,".",2.55624,8.92078,6.83703,357,"chr3L",23978199,23978634,"ENCFF708WHR_peak_2065",55,".",2.5254,7.5955,5.57309,216,435,"Intron (FBtr0111152/FBgn0058470, intron 1 of 12)",3,23839860,23986410,146551,2,"FBgn0058470","FBtr0111152",7775,"3355093","CG40470","uncharacterized protein"
"1095","chr3L",23989479,23990961,1483,"*","ENCFF515LPH_peak_4178",111,".",2.97148,13.4805,11.1461,952,"chr3L",23989445,23990857,"ENCFF708WHR_peak_2067",45,".",2.22794,6.43867,4.51029,561,1379,"Distal Intergenic",3,23839860,23986410,146551,2,"FBgn0058470","FBtr0111152",-3069,"3355093","CG40470","uncharacterized protein"
"1096","chr3L",23998788,23999762,975,"*","ENCFF515LPH_peak_4179",94,".",2.37713,11.6995,9.45221,666,"chr3L",23998841,23999709,"ENCFF708WHR_peak_2068",53,".",2.10033,7.31005,5.31256,679,868,"Distal Intergenic",3,24009931,24011363,1433,2,"FBgn0058053","FBtr0334764",11601,"14462918","lncRNA:CR40053","long non-coding RNA:CR40053"
"1097","chr3L",24004309,24004601,293,"*","ENCFF515LPH_peak_4180",42,".",1.85959,6.13276,4.28031,88,"chr3L",24004313,24004603,"ENCFF708WHR_peak_2070",47,".",1.97568,6.74238,4.78886,89,288,"Distal Intergenic",3,24009931,24011363,1433,2,"FBgn0058053","FBtr0334764",6762,"14462918","lncRNA:CR40053","long non-coding RNA:CR40053"
"1098","chr3L",24027626,24028581,956,"*","ENCFF515LPH_peak_4183",53,".",2.53791,7.36687,5.39346,760,"chr3L",24027694,24028504,"ENCFF708WHR_peak_2071",94,".",3.10894,11.7575,9.4693,527,810,"Promoter (<=1kb)",3,24028515,24035859,7345,1,"FBgn0058045","FBtr0111163",0,"3355079","CG40045","uncharacterized protein"
"1099","chr3L",24038775,24039064,290,"*","ENCFF515LPH_peak_4185",29,".",1.90493,4.58461,2.93105,135,"chr3L",24038748,24039241,"ENCFF708WHR_peak_2072",62,".",2.43077,8.32922,6.25636,262,290,"Distal Intergenic",3,24028515,24035859,7345,1,"FBgn0058045","FBtr0331586",10260,"3355079","CG40045","uncharacterized protein"
"1100","chr3L",24061166,24061561,396,"*","ENCFF515LPH_peak_4188",68,".",2.21947,8.9399,6.85479,160,"chr3L",24061175,24061732,"ENCFF708WHR_peak_2073",51,".",2.11532,7.12019,5.13792,243,386,"Distal Intergenic",3,24074180,24299205,225026,1,"FBgn0011288","FBtr0111143",-12619,"3355084","Snap25","Synaptosomal-associated protein 25kDa"
"1101","chr3L",24105295,24105869,575,"*","ENCFF515LPH_peak_4191",84,".",2.80838,10.6828,8.49041,305,"chr3L",24105395,24106042,"ENCFF708WHR_peak_2074",58,".",2.55876,7.90658,5.8627,401,474,"Intron (FBtr0111143/FBgn0011288, intron 2 of 7)",3,24074180,24299205,225026,1,"FBgn0011288","FBtr0304625",31115,"3355084","Snap25","Synaptosomal-associated protein 25kDa"
"1102","chr3L",24126513,24127359,847,"*","ENCFF515LPH_peak_4194",51,".",1.855,7.15423,5.19693,286,"chr3L",24126504,24127175,"ENCFF708WHR_peak_2075",66,".",2.06925,8.77763,6.6699,264,663,"Intron (FBtr0111143/FBgn0011288, intron 2 of 7)",3,24074180,24299205,225026,1,"FBgn0011288","FBtr0304625",52333,"3355084","Snap25","Synaptosomal-associated protein 25kDa"
"1103","chr3L",24168857,24171452,2596,"*","ENCFF515LPH_peak_4197",361,".",2.35381,39.4476,36.1787,553,"chr3L",24168854,24169906,"ENCFF708WHR_peak_2076",333,".",2.32353,36.6502,33.3682,549,1050,"Intron (FBtr0111143/FBgn0011288, intron 4 of 7)",3,24074180,24299205,225026,1,"FBgn0011288","FBtr0304625",94677,"3355084","Snap25","Synaptosomal-associated protein 25kDa"
"1104","chr3L",24168857,24171452,2596,"*","ENCFF515LPH_peak_4197",361,".",2.35381,39.4476,36.1787,553,"chr3L",24169976,24171450,"ENCFF708WHR_peak_2077",216,".",1.93779,24.4888,21.6176,669,1474,"Intron (FBtr0111143/FBgn0011288, intron 4 of 7)",3,24074180,24299205,225026,1,"FBgn0011288","FBtr0304625",94677,"3355084","Snap25","Synaptosomal-associated protein 25kDa"
"1105","chr3L",24172986,24173431,446,"*","ENCFF515LPH_peak_4198",60,".",1.45781,8.05677,6.03314,337,"chr3L",24173003,24173441,"ENCFF708WHR_peak_2078",76,".",1.52805,9.82665,7.65204,319,428,"Intron (FBtr0111143/FBgn0011288, intron 4 of 7)",3,24074180,24299205,225026,1,"FBgn0011288","FBtr0304625",98806,"3355084","Snap25","Synaptosomal-associated protein 25kDa"
"1106","chr3L",24174267,24175919,1653,"*","ENCFF515LPH_peak_4199",282,".",2.12299,31.3174,28.2999,807,"chr3L",24174251,24175912,"ENCFF708WHR_peak_2079",248,".",2.07521,27.864,24.8698,818,1646,"Intron (FBtr0111143/FBgn0011288, intron 4 of 7)",3,24074180,24299205,225026,1,"FBgn0011288","FBtr0304625",100087,"3355084","Snap25","Synaptosomal-associated protein 25kDa"
"1107","chr3L",24194819,24195870,1052,"*","ENCFF515LPH_peak_4202",36,".",2.01708,5.46137,3.68266,111,"chr3L",24194766,24195946,"ENCFF708WHR_peak_2080",50,".",2.25744,7.05966,5.08128,161,1052,"Intron (FBtr0111143/FBgn0011288, intron 4 of 7)",3,24290290,24290864,575,2,"FBgn0266652","FBtr0344954",94994,"19835308","lncRNA:CR45159","long non-coding RNA:CR45159"
"1108","chr3L",24205234,24205534,301,"*","ENCFF515LPH_peak_4204",31,".",2.02102,4.85437,3.16133,116,"chr3L",24205284,24205612,"ENCFF708WHR_peak_2081",38,".",2.15363,5.72063,3.86118,210,250,"Intron (FBtr0111143/FBgn0011288, intron 4 of 7)",3,24290290,24290864,575,2,"FBgn0266652","FBtr0344954",85330,"19835308","lncRNA:CR45159","long non-coding RNA:CR45159"
"1109","chr3L",24211740,24212499,760,"*","ENCFF515LPH_peak_4205",54,".",2.31624,7.40209,5.42578,482,"chr3L",24211834,24212485,"ENCFF708WHR_peak_2083",35,".",2.09611,5.3257,3.51139,152,651,"Intron (FBtr0111143/FBgn0011288, intron 5 of 7)",3,24290290,24290864,575,2,"FBgn0266652","FBtr0344954",78365,"19835308","lncRNA:CR45159","long non-coding RNA:CR45159"
"1110","chr3L",24289104,24289523,420,"*","ENCFF515LPH_peak_4212",35,".",2.03525,5.29151,3.53997,265,"chr3L",24289016,24289338,"ENCFF708WHR_peak_2085",31,".",2.02699,4.9749,3.19769,38,235,"Promoter (1-2kb)",3,24290290,24290864,575,2,"FBgn0266652","FBtr0344954",1341,"19835308","lncRNA:CR45159","long non-coding RNA:CR45159"
"1111","chr3L",24330719,24331234,516,"*","ENCFF515LPH_peak_4215",54,".",2.17068,7.39562,5.41989,301,"chr3L",24330799,24331252,"ENCFF708WHR_peak_2086",50,".",2.18809,6.97592,5.00375,88,435,"Intron (FBtr0113473/FBgn0259697, intron 1 of 5)",3,24324866,24401655,76790,1,"FBgn0259697","FBtr0113473",5853,NA,NA,NA
"1112","chr3L",24331402,24331945,544,"*","ENCFF515LPH_peak_4216",83,".",2.48357,10.5825,8.39494,204,"chr3L",24331324,24331939,"ENCFF708WHR_peak_2087",58,".",2.30316,7.92569,5.88058,277,538,"Intron (FBtr0113473/FBgn0259697, intron 1 of 5)",3,24324866,24401655,76790,1,"FBgn0259697","FBtr0113473",6536,NA,NA,NA
"1113","chr3L",24367347,24368180,834,"*","ENCFF515LPH_peak_4221",38,".",2.0425,5.6072,3.81139,369,"chr3L",24367563,24367911,"ENCFF708WHR_peak_2089",34,".",2.0382,5.2157,3.41287,154,348,"Intron (FBtr0113473/FBgn0259697, intron 3 of 5)",3,24324866,24401655,76790,1,"FBgn0259697","FBtr0113473",42481,NA,NA,NA
"1114","chr3L",24373323,24373811,489,"*","ENCFF515LPH_peak_4222",55,".",2.53603,7.50293,5.51938,203,"chr3L",24373534,24373881,"ENCFF708WHR_peak_2091",29,".",2.09355,4.72371,2.97474,65,277,"Intron (FBtr0113473/FBgn0259697, intron 3 of 5)",3,24324866,24401655,76790,1,"FBgn0259697","FBtr0113473",48457,NA,NA,NA
"1115","chr3L",24373987,24374835,849,"*","ENCFF515LPH_peak_4223",54,".",2.457,7.39362,5.41803,626,"chr3L",24374077,24374415,"ENCFF708WHR_peak_2092",39,".",2.28043,5.7785,3.91362,63,338,"Intron (FBtr0113473/FBgn0259697, intron 3 of 5)",3,24324866,24401655,76790,1,"FBgn0259697","FBtr0113473",49121,NA,NA,NA
"1116","chr3L",24373987,24374835,849,"*","ENCFF515LPH_peak_4223",54,".",2.457,7.39362,5.41803,626,"chr3L",24374460,24374877,"ENCFF708WHR_peak_2093",32,".",2.13485,5.00854,3.22772,157,375,"Intron (FBtr0113473/FBgn0259697, intron 3 of 5)",3,24324866,24401655,76790,1,"FBgn0259697","FBtr0113473",49121,NA,NA,NA
"1117","chr3L",24380530,24381777,1248,"*","ENCFF515LPH_peak_4225",103,".",2.72291,12.6379,10.3439,423,"chr3L",24380768,24381235,"ENCFF708WHR_peak_2094",40,".",2.17578,5.9413,4.06058,189,467,"Intron (FBtr0113473/FBgn0259697, intron 3 of 5)",3,24324866,24401655,76790,1,"FBgn0259697","FBtr0113473",55664,NA,NA,NA
"1118","chr3L",24447400,24447968,569,"*","ENCFF515LPH_peak_4236",37,".",2.3343,5.52604,3.73972,334,"chr3L",24447444,24447875,"ENCFF708WHR_peak_2103",43,".",2.41757,6.26432,4.35615,161,431,"Distal Intergenic",3,24534090,24535468,1379,1,"FBgn0040045","FBtr0307117",-86122,NA,NA,NA
"1119","chr3L",24454465,24455087,623,"*","ENCFF515LPH_peak_4237",92,".",2.98333,11.4801,9.24279,474,"chr3L",24454472,24455065,"ENCFF708WHR_peak_2104",47,".",2.31146,6.64789,4.70147,133,593,"Distal Intergenic",3,24534090,24535468,1379,1,"FBgn0040045","FBtr0307117",-79003,NA,NA,NA
"1120","chr3L",24455561,24456005,445,"*","ENCFF515LPH_peak_4238",64,".",2.65492,8.54152,6.48113,163,"chr3L",24455662,24456096,"ENCFF708WHR_peak_2105",91,".",2.93719,11.4117,9.14468,299,343,"Distal Intergenic",3,24534090,24535468,1379,1,"FBgn0040045","FBtr0307117",-78085,NA,NA,NA
"1121","chr3L",24462080,24462983,904,"*","ENCFF515LPH_peak_4239",38,".",2.34257,5.68504,3.87985,421,"chr3L",24462114,24462598,"ENCFF708WHR_peak_2106",28,".",2.12823,4.56984,2.8394,165,484,"Distal Intergenic",3,24534090,24535468,1379,1,"FBgn0040045","FBtr0307117",-71107,NA,NA,NA
"1122","chr3L",24463030,24463458,429,"*","ENCFF515LPH_peak_4240",35,".",2.23714,5.35358,3.58797,349,"chr3L",24462851,24463453,"ENCFF708WHR_peak_2107",46,".",2.44247,6.64377,4.6977,281,424,"Distal Intergenic",3,24534090,24535468,1379,1,"FBgn0040045","FBtr0307117",-70632,NA,NA,NA
"1123","chr3L",24475364,24476081,718,"*","ENCFF515LPH_peak_4242",44,".",1.99904,6.3155,4.43867,262,"chr3L",24475601,24475983,"ENCFF708WHR_peak_2108",64,".",2.28493,8.51618,6.42538,217,382,"Distal Intergenic",3,24534090,24535468,1379,1,"FBgn0040045","FBtr0307117",-58009,NA,NA,NA
"1124","chr3L",24477262,24477728,467,"*","ENCFF515LPH_peak_4243",49,".",1.99813,6.8288,4.90453,239,"chr3L",24477128,24477564,"ENCFF708WHR_peak_2109",44,".",2.00505,6.35722,4.43501,372,303,"Distal Intergenic",3,24534090,24535468,1379,1,"FBgn0040045","FBtr0307117",-56362,NA,NA,NA
"1125","chr3L",24502331,24502633,303,"*","ENCFF515LPH_peak_4245",33,".",1.91683,5.04154,3.32229,187,"chr3L",24502137,24502599,"ENCFF708WHR_peak_2112",28,".",1.90493,4.58461,2.85272,141,269,"Distal Intergenic",3,24534090,24535468,1379,1,"FBgn0040045","FBtr0307117",-31457,NA,NA,NA
"1126","chr3L",24507415,24508937,1523,"*","ENCFF515LPH_peak_4246",125,".",2.76427,14.9412,12.5413,870,"chr3L",24507752,24508723,"ENCFF708WHR_peak_2113",86,".",2.61141,10.9072,8.66897,744,971,"Distal Intergenic",3,24534090,24535468,1379,1,"FBgn0040045","FBtr0307117",-25153,NA,NA,NA
"1127","chr3L",24670696,24671387,692,"*","ENCFF515LPH_peak_4267",92,".",2.83358,11.5239,9.2848,226,"chr3L",24670592,24671388,"ENCFF708WHR_peak_2122",114,".",3.08578,13.8239,11.4296,569,692,"Distal Intergenic",3,24724162,24734331,10170,1,"FBgn0028993","FBtr0113750",-52775,NA,NA,NA
"1128","chr3L",24677315,24677626,312,"*","ENCFF515LPH_peak_4270",43,".",2.06226,6.19082,4.33273,130,"chr3L",24677304,24677726,"ENCFF708WHR_peak_2123",42,".",2.13957,6.16188,4.2624,153,312,"Distal Intergenic",3,24724162,24734331,10170,1,"FBgn0028993","FBtr0113750",-46536,NA,NA,NA
"1129","chr3L",24683139,24683791,653,"*","ENCFF515LPH_peak_4272",40,".",1.9548,5.92624,4.09516,115,"chr3L",24683243,24683670,"ENCFF708WHR_peak_2124",47,".",2.18665,6.75208,4.79757,316,427,"Distal Intergenic",3,24724162,24734331,10170,1,"FBgn0028993","FBtr0113750",-40371,NA,NA,NA
"1130","chr3L",24696420,24696939,520,"*","ENCFF515LPH_peak_4275",36,".",1.82023,5.40991,3.63725,216,"chr3L",24696468,24696833,"ENCFF708WHR_peak_2125",38,".",1.92042,5.69101,3.83426,105,365,"Distal Intergenic",3,24724162,24734331,10170,1,"FBgn0028993","FBtr0113750",-27223,NA,NA,NA
"1131","chr3L",24708812,24709551,740,"*","ENCFF515LPH_peak_4278",50,".",2.02748,6.96187,5.02607,259,"chr3L",24709226,24709544,"ENCFF708WHR_peak_2126",30,".",1.83817,4.7807,3.0251,87,318,"Distal Intergenic",3,24724162,24734331,10170,1,"FBgn0028993","FBtr0113750",-14611,NA,NA,NA
"1132","chr3L",24785892,24786523,632,"*","ENCFF515LPH_peak_4281",85,".",2.46704,10.7342,8.53859,269,"chr3L",24786093,24786498,"ENCFF708WHR_peak_2129",65,".",2.37379,8.62647,6.52841,193,405,"Distal Intergenic",3,24724162,24758036,33875,1,"FBgn0028993","FBtr0339923",61730,NA,NA,NA
"1133","chr3L",24826924,24827328,405,"*","ENCFF515LPH_peak_4285",50,".",2.14668,7.02744,5.08621,220,"chr3L",24826928,24827329,"ENCFF708WHR_peak_2131",48,".",2.2189,6.83403,4.87311,233,400,"Distal Intergenic",3,24927130,24927710,581,1,"FBgn0085736","FBtr0302233",-99802,"3355155","ND-AGGG","NADH dehydrogenase (ubiquinone) AGGG subunit"
"1134","chr3L",24849717,24850013,297,"*","ENCFF515LPH_peak_4288",45,".",2.18574,6.42419,4.53682,150,"chr3L",24849708,24850285,"ENCFF708WHR_peak_2132",39,".",2.13551,5.83205,3.96177,105,297,"Distal Intergenic",3,24927130,24927710,581,1,"FBgn0085736","FBtr0302233",-77117,"3355155","ND-AGGG","NADH dehydrogenase (ubiquinone) AGGG subunit"
"1135","chr3L",24861019,24861816,798,"*","ENCFF515LPH_peak_4289",81,".",2.66189,10.3076,8.13486,282,"chr3L",24861045,24861949,"ENCFF708WHR_peak_2134",81,".",2.72578,10.3713,8.16492,278,771,"Distal Intergenic",3,24927130,24927710,581,1,"FBgn0085736","FBtr0302233",-65314,"3355155","ND-AGGG","NADH dehydrogenase (ubiquinone) AGGG subunit"
"1136","chr3L",24875658,24876151,494,"*","ENCFF515LPH_peak_4290",53,".",2.02399,7.29278,5.325,337,"chr3L",24875841,24876186,"ENCFF708WHR_peak_2136",54,".",2.02755,7.41055,5.40099,228,310,"Distal Intergenic",3,24927130,24927710,581,1,"FBgn0085736","FBtr0302233",-50979,"3355155","ND-AGGG","NADH dehydrogenase (ubiquinone) AGGG subunit"
"1137","chr3L",24916907,24918555,1649,"*","ENCFF515LPH_peak_4295",90,".",2.40246,11.2804,9.05343,344,"chr3L",24916860,24917829,"ENCFF708WHR_peak_2138",101,".",2.49393,12.4692,10.1445,277,923,"Distal Intergenic",3,24927130,24927710,581,1,"FBgn0085736","FBtr0302233",-8575,"3355155","ND-AGGG","NADH dehydrogenase (ubiquinone) AGGG subunit"
"1138","chr3L",24941047,24941384,338,"*","ENCFF515LPH_peak_4297",38,".",1.94024,5.6656,3.86273,208,"chr3L",24940996,24941488,"ENCFF708WHR_peak_2140",80,".",2.4004,10.2271,8.02899,253,338,"Distal Intergenic",3,24927130,24927710,581,1,"FBgn0085736","FBtr0302233",13917,"3355155","ND-AGGG","NADH dehydrogenase (ubiquinone) AGGG subunit"
"1139","chr3L",24944075,24944614,540,"*","ENCFF515LPH_peak_4298",36,".",1.90691,5.36781,3.60044,147,"chr3L",24944072,24944365,"ENCFF708WHR_peak_2141",29,".",1.84305,4.67096,2.92834,85,291,"Distal Intergenic",3,24927130,24927710,581,1,"FBgn0085736","FBtr0302233",16945,"3355155","ND-AGGG","NADH dehydrogenase (ubiquinone) AGGG subunit"
"1140","chr3L",24953228,24953912,685,"*","ENCFF515LPH_peak_4299",43,".",2.297,6.21374,4.35235,351,"chr3L",24953192,24953672,"ENCFF708WHR_peak_2142",36,".",2.18944,5.47117,3.63591,129,445,"Distal Intergenic",3,24976254,24976818,565,1,"FBgn0058002","FBtr0339924",-22342,"3355155","ND-AGGG","NADH dehydrogenase (ubiquinone) AGGG subunit"
"1141","chr3L",24959898,24960685,788,"*","ENCFF515LPH_peak_4301",81,".",2.91238,10.361,8.18532,631,"chr3L",24960070,24960582,"ENCFF708WHR_peak_2143",68,".",2.83619,8.91714,6.80135,227,512,"Distal Intergenic",3,24976254,24976818,565,1,"FBgn0058002","FBtr0339924",-15569,"3355155","ND-AGGG","NADH dehydrogenase (ubiquinone) AGGG subunit"
"1142","chr3L",24966005,24966584,580,"*","ENCFF515LPH_peak_4302",89,".",3.02877,11.147,8.92639,324,"chr3L",24966006,24966430,"ENCFF708WHR_peak_2144",43,".",2.50931,6.23511,4.32942,326,424,"Distal Intergenic",3,24976254,24976818,565,1,"FBgn0058002","FBtr0339924",-9670,"3355155","ND-AGGG","NADH dehydrogenase (ubiquinone) AGGG subunit"
"1143","chr3L",24973714,24974596,883,"*","ENCFF515LPH_peak_4303",73,".",2.49655,9.41863,7.30031,642,"chr3L",24973956,24974604,"ENCFF708WHR_peak_2145",52,".",2.3166,7.28272,5.28743,151,640,"Promoter (1-2kb)",3,24976254,24976818,565,1,"FBgn0058002","FBtr0339924",-1658,"3355155","ND-AGGG","NADH dehydrogenase (ubiquinone) AGGG subunit"
"1144","chr3L",24978751,24980206,1456,"*","ENCFF515LPH_peak_4304",79,".",2.45892,10.1293,7.96562,633,"chr3L",24979174,24980112,"ENCFF708WHR_peak_2147",59,".",2.2485,8.03319,5.9806,216,938,"Distal Intergenic",3,24976254,24977118,865,1,"FBgn0058002","FBtr0113773",2497,"3355155","ND-AGGG","NADH dehydrogenase (ubiquinone) AGGG subunit"
"1145","chr3L",25081449,25081743,295,"*","ENCFF515LPH_peak_4313",48,".",2.46082,6.72739,4.81246,15,"chr3L",25081314,25081851,"ENCFF708WHR_peak_2151",55,".",2.62414,7.61658,5.59294,154,295,"Distal Intergenic",3,25107594,25115180,7587,1,"FBgn0040022","FBtr0302245",-25851,"3354971","Set1","SET domain containing 1"
"1146","chr3L",25164448,25165130,683,"*","ENCFF515LPH_peak_4319",73,".",2.45555,9.42701,7.30797,165,"chr3L",25164572,25165029,"ENCFF708WHR_peak_2158",44,".",2.17986,6.39084,4.46611,40,457,"Distal Intergenic",3,25201942,25203341,1400,1,"FBgn0058354","FBtr0302346",-36812,NA,NA,NA
